"plate"	"Chain"	"SMARTindex"	"RawReads"	"ReadsWithPrimer"	"Ga12HC"	"Ga3HC"	"LaLC"	"KaLC"	"ReadsToFilter"	"PassedAberrantFilter"	"Aberrant_LC_reads"	"ReadsToOverlap"	"ShortInsert"	"MediumInserts"	"LongInserts"	"Overlapped"	"LengthFiltered"
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//19-SMARTindex"	1e+05	184	182	2	0	0	184	184	0	184	21	152	11	173	149
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//20-SMARTindex"	1e+05	300	300	0	0	0	300	300	0	300	27	241	32	268	238
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//21-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//22-SMARTindex"	1e+05	1310	1305	5	0	0	1309	1309	0	1309	181	895	233	1076	854
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//23-SMARTindex"	1e+05	251	251	0	0	0	250	250	0	250	29	197	24	226	193
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//24-SMARTindex"	1e+05	8	8	0	0	0	8	8	0	8	1	7	0	8	6
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//25-SMARTindex"	1e+05	426	425	1	0	0	426	426	0	426	18	382	26	400	377
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//26-SMARTindex"	1e+05	14	14	0	0	0	14	14	0	14	7	7	0	14	6
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//27-SMARTindex"	1e+05	173	171	2	0	0	173	173	0	173	14	143	16	157	136
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//28-SMARTindex"	1e+05	114	114	0	0	0	114	114	0	114	4	101	9	105	99
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//29-SMARTindex"	1e+05	284	283	1	0	0	284	284	0	284	11	260	13	271	256
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//30-SMARTindex"	1e+05	365	365	0	0	0	365	365	0	365	34	307	24	341	289
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//31-SMARTindex"	1e+05	20	17	3	0	0	20	20	0	20	14	4	2	18	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//32-SMARTindex"	1e+05	7	7	0	0	0	7	7	0	7	4	3	0	7	1
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//33-SMARTindex"	1e+05	286	281	5	0	0	286	286	0	286	17	241	28	258	237
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//34-SMARTindex"	1e+05	255	255	0	0	0	255	255	0	255	27	208	20	235	202
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//35-SMARTindex"	1e+05	271	268	3	0	0	271	271	0	271	13	240	18	253	238
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//36-SMARTindex"	1e+05	345	343	2	0	0	345	345	0	345	12	314	19	326	313
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//37-SMARTindex"	1e+05	3	3	0	0	0	3	3	0	3	3	0	0	3	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//38-SMARTindex"	1e+05	163	162	1	0	0	163	163	0	163	25	127	11	152	125
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//39-SMARTindex"	1e+05	371	371	0	0	0	371	371	0	371	25	319	27	344	312
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//40-SMARTindex"	1e+05	431	431	0	0	0	431	431	0	431	34	366	31	400	357
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//41-SMARTindex"	1e+05	30	29	1	0	0	30	30	0	30	3	24	3	27	23
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//42-SMARTindex"	1e+05	399	398	1	0	0	399	399	0	399	14	341	44	355	335
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//43-SMARTindex"	1e+05	40	40	0	0	0	40	40	0	40	17	20	3	37	17
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//44-SMARTindex"	1e+05	202	202	0	0	0	202	202	0	202	36	158	8	194	153
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//45-SMARTindex"	1e+05	50	50	0	0	0	50	50	0	50	3	42	5	45	42
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//46-SMARTindex"	1e+05	213	213	0	0	0	213	213	0	213	25	177	11	202	162
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//47-SMARTindex"	1e+05	140	140	0	0	0	140	140	0	140	13	119	8	132	117
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//48-SMARTindex"	1e+05	64	64	0	0	0	64	64	0	64	9	50	5	59	50
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//49-SMARTindex"	1e+05	302	301	1	0	0	302	302	0	302	14	263	25	277	262
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//50-SMARTindex"	1e+05	121	120	1	0	0	121	121	0	121	8	94	19	102	94
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//51-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//52-SMARTindex"	1e+05	717	717	0	0	0	717	717	0	717	21	653	43	674	648
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//53-SMARTindex"	1e+05	145	145	0	0	0	145	145	0	145	23	113	9	136	111
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//54-SMARTindex"	1e+05	245	245	0	0	0	245	245	0	245	19	217	9	236	213
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//55-SMARTindex"	1e+05	487	482	5	0	0	487	487	0	487	44	414	29	458	405
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//56-SMARTindex"	1e+05	172	171	1	0	0	171	171	0	171	24	132	15	156	123
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//57-SMARTindex"	1e+05	335	331	4	0	0	335	335	0	335	18	272	45	290	267
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//58-SMARTindex"	1e+05	379	379	0	0	0	379	379	0	379	14	334	31	348	329
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//59-SMARTindex"	1e+05	240	239	1	0	0	240	240	0	240	31	177	32	208	159
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//60-SMARTindex"	1e+05	83	82	1	0	0	83	83	0	83	10	70	3	80	66
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//61-SMARTindex"	1e+05	124	123	1	0	0	124	124	0	124	28	83	13	111	81
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//62-SMARTindex"	1e+05	19	18	1	0	0	19	19	0	19	3	12	4	15	11
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//63-SMARTindex"	1e+05	6	5	1	0	0	6	6	0	6	4	2	0	6	2
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//64-SMARTindex"	1e+05	422	420	2	0	0	422	422	0	422	13	379	30	392	378
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//65-SMARTindex"	1e+05	67	63	4	0	0	67	67	0	67	9	51	7	60	51
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//66-SMARTindex"	1e+05	237	237	0	0	0	237	237	0	237	11	205	21	216	201
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//67-SMARTindex"	1e+05	145	145	0	0	0	145	145	0	145	24	108	13	132	97
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//68-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//69-SMARTindex"	1e+05	706	17	689	0	0	706	706	0	706	47	536	123	583	528
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//70-SMARTindex"	1e+05	157	157	0	0	0	157	157	0	157	23	122	12	145	114
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//71-SMARTindex"	1e+05	216	216	0	0	0	216	216	0	216	20	178	18	198	173
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//72-SMARTindex"	1e+05	197	197	0	0	0	197	197	0	197	17	168	12	185	164
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//73-SMARTindex"	1e+05	157	150	7	0	0	157	157	0	157	13	130	14	143	129
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//74-SMARTindex"	1e+05	457	456	1	0	0	457	457	0	457	20	401	36	421	394
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//75-SMARTindex"	1e+05	588	587	1	0	0	588	588	0	588	48	504	36	552	489
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//76-SMARTindex"	1e+05	169	168	1	0	0	169	169	0	169	10	141	18	151	139
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//77-SMARTindex"	1e+05	17	13	4	0	0	17	17	0	17	14	2	1	16	1
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//78-SMARTindex"	1e+05	86	85	1	0	0	86	86	0	86	18	62	6	80	59
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//79-SMARTindex"	1e+05	25	21	4	0	0	25	25	0	25	20	5	0	25	5
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//80-SMARTindex"	1e+05	104	104	0	0	0	104	104	0	104	15	83	6	98	81
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//81-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//82-SMARTindex"	1e+05	99	99	0	0	0	99	99	0	99	6	87	6	93	77
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//83-SMARTindex"	1e+05	411	410	1	0	0	411	411	0	411	22	359	30	381	358
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//84-SMARTindex"	1e+05	71	70	1	0	0	71	71	0	71	6	63	2	69	62
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//85-SMARTindex"	1e+05	178	177	1	0	0	178	178	0	178	18	151	9	169	146
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//86-SMARTindex"	1e+05	53	53	0	0	0	53	53	0	53	18	27	8	45	25
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//87-SMARTindex"	1e+05	4	3	1	0	0	4	4	0	4	2	2	0	4	1
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//88-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//89-SMARTindex"	1e+05	161	161	0	0	0	161	161	0	161	3	149	9	152	145
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//90-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//91-SMARTindex"	1e+05	109	109	0	0	0	109	109	0	109	6	91	12	97	91
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//92-SMARTindex"	1e+05	414	413	1	0	0	414	414	0	414	18	357	39	375	354
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//93-SMARTindex"	1e+05	132	131	1	0	0	132	132	0	132	14	111	7	125	109
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//94-SMARTindex"	1e+05	173	171	2	0	0	173	173	0	173	22	139	12	161	134
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//95-SMARTindex"	1e+05	10	10	0	0	0	10	10	0	10	6	4	0	10	4
"TRIMMER0091_P80"	"H"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//96-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//01-SMARTindex"	1e+05	807	0	0	9	798	807	807	296	807	110	647	50	757	627
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//02-SMARTindex"	1e+05	217	0	0	2	215	217	217	97	217	33	165	19	198	158
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//03-SMARTindex"	1e+05	2	0	0	0	2	2	2	1	2	2	0	0	2	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//04-SMARTindex"	1e+05	277	0	0	0	277	277	277	22	277	28	225	24	253	220
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//05-SMARTindex"	1e+05	384	0	0	7	377	384	384	344	384	30	338	16	368	333
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//06-SMARTindex"	1e+05	583	0	0	2	581	583	583	111	583	85	470	28	555	314
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//07-SMARTindex"	1e+05	326	0	0	2	324	326	326	72	326	50	249	27	299	227
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//08-SMARTindex"	1e+05	851	0	0	8	843	851	851	167	851	63	740	48	803	717
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//09-SMARTindex"	1e+05	149	0	0	0	149	149	149	62	149	24	121	4	145	119
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//10-SMARTindex"	1e+05	86	0	0	4	82	86	86	67	86	10	69	7	79	63
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//11-SMARTindex"	1e+05	405	0	0	0	405	405	405	58	405	24	367	14	391	363
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//12-SMARTindex"	1e+05	313	0	0	0	313	313	313	76	313	32	249	32	281	241
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//13-SMARTindex"	1e+05	541	0	0	13	528	541	541	480	541	30	478	33	508	465
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//14-SMARTindex"	1e+05	362	0	0	1	361	362	362	65	362	19	324	19	343	319
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//15-SMARTindex"	1e+05	151	0	0	3	148	151	151	51	151	27	116	8	143	102
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//16-SMARTindex"	1e+05	14	0	0	0	14	14	14	2	14	5	9	0	14	4
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//17-SMARTindex"	1e+05	334	0	0	5	329	334	334	95	334	58	264	12	322	255
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//18-SMARTindex"	1e+05	70	0	0	2	68	70	70	12	70	15	51	4	66	47
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//19-SMARTindex"	1e+05	586	0	0	2	584	586	586	121	586	81	472	33	553	464
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//20-SMARTindex"	1e+05	363	0	0	0	363	363	363	103	363	23	319	21	342	314
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//21-SMARTindex"	1e+05	1	0	0	0	1	1	1	1	1	1	0	0	1	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//22-SMARTindex"	1e+05	1609	0	0	22	1587	1609	1609	330	1609	167	1326	116	1493	1263
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//23-SMARTindex"	1e+05	500	0	0	0	500	500	500	129	500	53	418	29	471	393
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//24-SMARTindex"	1e+05	45	0	0	0	45	45	45	18	45	12	29	4	41	27
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//25-SMARTindex"	1e+05	475	0	0	0	475	475	475	148	475	53	402	20	455	391
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//26-SMARTindex"	1e+05	506	0	0	3	503	506	506	258	506	33	450	23	483	435
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//27-SMARTindex"	1e+05	452	0	0	2	450	452	452	100	452	21	395	36	416	389
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//28-SMARTindex"	1e+05	230	0	0	1	229	230	230	51	230	15	199	16	214	196
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//29-SMARTindex"	1e+05	188	0	0	1	187	187	187	171	187	18	160	9	178	159
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//30-SMARTindex"	1e+05	516	0	0	8	508	516	516	190	516	33	458	25	491	442
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//31-SMARTindex"	1e+05	464	0	0	8	456	463	463	413	463	43	390	30	433	354
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//32-SMARTindex"	1e+05	92	0	0	3	89	92	92	73	92	23	66	3	89	62
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//33-SMARTindex"	1e+05	698	0	0	5	693	698	698	196	698	68	585	45	653	574
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//34-SMARTindex"	1e+05	399	0	0	7	392	399	399	191	399	36	340	23	376	325
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//35-SMARTindex"	1e+05	474	0	0	4	470	473	473	76	473	25	411	37	436	403
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//36-SMARTindex"	1e+05	450	0	0	2	448	449	449	406	449	24	399	26	423	393
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//37-SMARTindex"	1e+05	7	0	0	1	6	7	7	2	7	6	0	1	6	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//38-SMARTindex"	1e+05	395	0	0	1	394	393	393	87	393	45	334	14	379	322
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//39-SMARTindex"	1e+05	637	0	0	10	627	635	635	137	635	55	547	33	602	537
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//40-SMARTindex"	1e+05	642	0	0	5	637	642	642	140	642	41	567	34	608	552
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//41-SMARTindex"	1e+05	81	0	0	0	81	81	81	16	81	2	74	5	76	69
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//42-SMARTindex"	1e+05	414	0	0	6	408	414	414	41	414	32	365	17	397	349
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//43-SMARTindex"	1e+05	603	0	0	4	599	603	603	173	603	32	533	38	565	520
